ADDRESS,PRICE,BEDROOMS
3 Tuckeroo Parade,810000,5
3 Tulsa Court,865000,5
3 Turnberry Place,720000,4
3 Turnberry Way,550000,4
3 Turo Close,680000,4
3 Turstin Glen,129000,4
3 Tuscan Street,1850000,4
3 Tuscany Place,415000,4
3 Twilight Circuit,359000,5
3 Two Rocks Road,440000,3
3 Twyford Place,890000,4
3 Tyneside Grove,721000,4
3 Ulex Place,682000,4
3 Uralba Court,480000,4
3 Urquhart Way,191000,4
3 Utica Terrace,425000,4
3 Valkyrie Place,369000,3
3 Van Gogh Road,525000,4
3 Van Kleef Circuit,1550000,4
3 Vantage Way,1665000,4
3 Verdello Way,505000,3
3 Vernon Gough Drive,542500,4
3 Vilberie Close,435000,4
3 Viminea Street,681200,4
3 Vista Street,950000,4
3 Vitis Chase,470000,3
3 Vivian Way,570000,3
3 Wagtail Pass,740000,5
3 Waldemar Street,815000,4
3 Walja Bend,510000,4
3 Wallaby Parade,330000,4
3 Wallace Street,545000,4
3 Wallangarra Road,491050,4
3 Wandarra Close,287000,5
3 Wanderers Way,589000,4
3 Wanliss Street,380000,4
3 Warrior Court,590000,4
3 Watcombe Avenue,830000,4
3 Water Crest Gardens,1075000,4
3 Waterford Street,855000,4
3 Waterside Crescent,701000,4
3 Watling Place,840000,4
3 Waylen Street,883000,3
3 Weaver Lane,590000,4
3 Wedgetail Crescent,475000,4
3 Weetman Cove,415000,3
3 Welcome Meander,587000,4
3 Weld Place,602000,4
3 Werner Close,420000,3
3 West Parade,390000,2
3 Westbury Lane,630000,4
3 Whimbrel Vista,430000,3
3 Whistler Way,520000,4
3 Whitchurch Road,375000,4
3 White Street,820000,3
3 Whitecliffe Square,760000,4
3 Wilderness Way,550000,4
3 Wilgerup Place,355000,4
3 Willandra Place,820000,4
3 Williams Road,543000,3
3 Willow Court,387500,5
3 Willshire Way,395000,4
3 Wilson Street,78500,4
3 Winona Link,365000,4
3 Winston Crescent,750000,4
3 Wolfson Way,515000,5
3 Wood Court,410000,4
3 Woodford Court,360000,3
3 Woodlea Place,87500,3
3 Woodleigh Way,590000,4
3 Woodley Crescent,745000,3
3 Woodpine Court,430000,4
3 Woodswallow Way,375000,3
3 Woolcock Court,470000,3
3 Worralda Street,450000,4
3 Wrasse Corner,585000,4
3 Yabbara Avenue,910000,4
3 Yallambee Place,1375000,1
3 Yarran Link,450000,4
3 Yomba Street,460000,3
3/1 Corkhill Street,2020000,3
3/1 Denver Avenue,435000,3
3/1 Desertpea Road,352000,3
3/1 Livingstone Street,725000,3
3/10 Champlin Way,332000,2
3/10 French Road,420000,2
3/10 Hazel Avenue,500000,3
3/10 Hope Road,840000,3
3/11 Adamson Road,538000,3
3/11 Angove Drive,485000,3
3/11 Bolton Way,395000,3
3/11 Favazzo Place,415000,3
3/110 Fulham Street,350000,3
3/110 Main Street,220000,2
3/111 Smith Street,677500,3
3/116 Montreal Street,415000,2
3/117 Old Perth Road,275000,2
3/121 Alma Road,962000,4
3/125 Waterloo Street,230000,2
3/128 Forrest Street,980000,3
3/13 James Street,350000,4
3/133 Edinboro Street,315000,2
3/135 Alice Street,55000,3
3/136 Carnarvon Street,435000,3
3/136 South Street,405000,2
3/14 Bridges Road,690000,3
3/14 Vaucluse Avenue,450000,2
3/140 Gwenyfred Road,499000,3
3/142 Sixth Avenue,510000,3
3/15 Edward Street,920000,3
3/15 Fauntleroy Street,460000,3
3/15 Watkins Street,612000,3
3/151 Ninth Avenue,560000,3
3/152 Swansea Street,530000,3
3/16 Caporn Street,545000,2
3/161 Nicholson Road,750000,3
3/165 Holland Street,385000,3
3/165 Whatley Crescent,515000,3
3/166 Grand Promenade,470000,3
3/17 Golf Road,329000,2
3/18 Ferguson Street,389000,3
3/181 Edward Street,540000,4
3/189 Marmion Street,500000,3
3/2 Bland Place,210000,3
3/2 Cambey Way,285000,2
3/2 Lewington Gardens,335000,2
3/20 Preston Point Road,688250,3
3/20 Second Avenue,478000,2
3/21 Godbold Close,620000,3
3/21 Jenkin Street,1225375,4
3/21 Wilcock Avenue,310000,2
3/23 Chapman Road,529500,3
3/230 Knutsford Avenue,480000,3
3/235 Ferndale Crescent,380000,3
3/24 Newport Way,228000,3
3/25 Brooks Street,350000,2
3/262 St Kilda Road,330000,3
3/27 Bickley Road,320000,3
3/27 Corbel Street,645000,3
3/27 Swan Street,340000,2
3/28 Marjorie Avenue,430000,3
3/28 Spencer Avenue,525000,3
3/3 Cothill Court,265000,3
3/3 Hodges Place,485000,3
3/30 Manoff Road,352000,3
3/30 Ullapool Road,762000,4
3/31 Troy Terrace,1090000,3
3/32 Martin Avenue,595000,3
3/33 Ferguson Street,425000,3
3/33 Holmesdale Road,330000,3
3/33 Matuka Mews,354000,3
3/33 Second Avenue,710000,3
3/342 South Terrace,596000,2
3/35 Nicholson Road,345000,3
3/36 Dyson Street,564000,3
3/36 Whatley Crescent,460000,3
3/39 Maida Vale Road,425000,3
3/4 Lomatia Way,220000,2
3/41 George Street,360000,3
3/41 Gordona Parade,359000,3
3/42 Park Street,465000,2
3/43 Ferguson Street,420000,4
3/43 Halliday Street,640000,3
3/43 Martingale Avenue,415000,3
3/44 Armstrong Road,375000,3
3/44 Mulligan Way,139000,3
3/46 Hodgson Street,458000,3
3/48 Collier Avenue,282000,3
3/5 Daintree Court,375000,3
3/5 Pensioner Guard Road,605000,2
3/5 Primula Close,465000,3
3/5 Villiers Street,505000,3
3/52 Alexandra Road,498000,3
3/52 Bayview Terrace,320000,3
3/52 Sayer Street,350000,3
3/53 Chelmsford Avenue,210000,2
3/531 Canning Highway,535000,3
3/56 Grand Boulevard,260000,1
3/56 St Andrews Drive,240000,3
3/567 Marmion Street,525000,3
3/58 Corbel Street,636600,3
3/58 Pulo Road,470000,3
3/6 Elanora Drive,189000,3
3/6 Grasmere Court,496000,3
3/6 Jane Road,770000,3
3/6 Pamment Street,520000,1
3/60 Wattle Street,440000,3
3/623 Hay Street,490000,2
3/67 Epsom Avenue,375000,3
3/68 Downey Drive,620000,3
3/694 Canning Highway,651000,3
3/7 McLarty Road,443000,3
3/71 Henley Street,738800,3
3/8 Benson Court,405000,3
3/8 Heron Place,230000,3
3/8 Muriel Street,219000,2
3/88 Moreing Street,360000,2
3/91 Mcdonald Street,400000,2
3/96 Ivanhoe Street,420000,4
30 Adair Parade,588000,2
30 Almadine Drive,900000,4
30 Alps Street,340000,3
30 Andrews Road,420000,3
30 Andrews Way,420000,3
30 Angler Way,715000,4
30 Appleberry Street,1470000,4
30 Ardross Crescent,1215000,3
30 Arkwell Way,820000,4
30 Armadale Crescent,935000,3
30 Ashby Terrace,499000,4
30 Ashridge Turn,660000,4
30 Atlantic Avenue,767000,4
30 Auckland Way,510000,4
30 Aviemore Loop,625000,5
30 Ayres Road,369000,3
30 Badrick Street,691500,4
30 Bain Square,460000,3
30 Bancoura Parkway,520000,4
30 Bandalong Way,300000,3
30 Barbarossa Drive,575000,4
30 Bark Circle,80000,4
30 Barrington Avenue,190000,3
30 Bartlett Street,485000,3
30 Baxter Close,410000,4
30 Bedford Road,850000,3
30 Beltana Road,425000,3
30 Bendigo Way,2250000,5
30 Berkshire Drive,425000,4
30 Berrington Trail,710000,4
30 Boronia Avenue,2275000,5
30 Botica Close,835000,4
30 Brentwood Road,777000,3
30 Bridal Crescent,472000,4
30 Briggs Street,333000,4
30 Broach Way,319000,3
30 Bromley Road,900000,4
30 Brumby Avenue,470000,4
30 Butcher Street,420000,3
30 Calbourne Way,690000,4
30 Calectasia Street,660000,4
30 Callistemon Approach,732500,4
30 Callistemon Street,545000,4
30 Camelot Street,870000,4
30 Campbell Way,416000,4
30 Canterbury Terrace,717500,3
30 Canterbury Trail,420000,4
30 Cara Road,380000,3
30 Carisbrooke Loop,493000,4
30 Caspian Way,360000,4
30 Cassia Drive,1160000,5
30 Central Avenue,960000,5
30 Cerulean Road,449000,3
30 Chieftain Street,400000,4
30 Clifford Loop,445000,3
30 Colstoun Road,577500,5
30 Congenial Loop,501000,3
30 Conigrave Road,400000,4
30 Connell Avenue,410000,4
30 Coolga Road,370000,3
30 Coomoora Road,668250,3
30 Copeland Drive,535000,4
30 Corkwood Street,300000,3
30 Cornforth Way,520500,4
30 Crabtree Way,395000,4
30 Cromwell Road,470000,4
30 Cross Street,445000,3
30 Curtis Way,260000,3
30 Dalmain Street,585000,4
30 Dargin Place,435000,3
30 Datchet Turn,296000,3
30 Davilak Crescent,745000,3
30 Daylesford Elbow,445000,4
30 De Crillon Way,575000,4
30 De Havilland View,1180000,5
30 Dealy Close,300000,3
30 Dean Road,640000,4
30 Denny Way,455001,3
30 Dilkara Way,1685000,4
30 Dodgers Street,345000,3
30 Donald Drive,439000,4
30 Donavon Rise,910000,4
30 DOONAN ROAD,2000000,4
30 Dorothy Street,438000,3
30 Drysdale Gardens,570000,4
30 Dumaresq Loop,570000,4
30 Dumas Drive,635000,4
30 Dumbarton Crescent,202500,4
30 Dunblane Road,1275000,3
30 Dunham Glen,332500,3
30 Durance Drive,462500,4
30 Elderiana Link,382500,3
30 Elkington Pass,223000,3
30 Ellard Avenue,479000,3
30 Ellerby Way,400000,3
30 Farmview Drive,345000,3
30 Feltbush Mews,610000,5
30 Flindell Avenue,440000,3
30 Floyd Street,1125000,3
30 Forrest Street,1100000,5
30 Gallagher Way,780000,4
30 Gausson Turn,475000,3
30 Genesta Crescent,2100000,3
30 George Street,413000,3
30 Georgina Street,360000,3
30 Gibb Crescent,360000,3
30 Gibson Top,960000,4
30 Gillon Street,800000,4
30 Glanville Street,1110000,3
30 Glen Ross Chase,545000,4
30 Glenmere Road,601000,4
30 Glenside Crescent,475000,3
30 Glenunga Way,510000,3
30 Golden Ash Gardens,510000,4
30 Goldfinch Bend,460000,4
30 Golfview Place,1256000,8
30 Graton Loop,805000,5
30 Greenhill Grove,950000,4
30 Greenough Way,240000,3
30 Gribble Road,823000,4
30 Haig Street,426000,4
30 Halcyon Crescent,417000,4
30 Halesworth Road,1200000,4
30 Hamilton Street,1720000,4
30 Hampshire Street,845000,3
30 Hampton Road,1300000,5
30 Harris Street,425000,3
30 Harwood Pass,750000,4
30 Hassell Crescent,649000,4
30 Heacham Avenue,545000,4
30 Heatherlea Parkway,680000,4
30 Hedgeley Way,540000,4
30 Heidelberg Road,1100000,4
30 Hennessy Drive,490000,4
30 Heylmore Road,385000,3
30 Hickory Street,1165000,3
30 Hilda Street,1600000,3
30 Hilliger Turn,160000,5
30 Holland Way,750000,4
30 Holstein Court,685000,4
30 Hope Street,400000,4
30 Hubbard Way,245000,2
30 Hubert Street,510000,4
30 Inquirer Lane,350000,4
30 Jackson Avenue,825000,4
30 Johnson Street,575000,3
30 Johnston Street,418000,4
30 Johnston Street,1600000,2
30 Keightly Corner,545000,5
30 Keirnan Street,540000,4
30 Kells Road,302000,3
30 Kemshall Way,450000,4
30 Kianga Crescent,793000,4
30 Kilkee Street,425000,3
30 Kilmurray Elbow,510000,5
30 King Street,250000,4
30 Kitchener Street,1625000,5
30 Koomba Rise,445000,4
30 Lago Promenade,495000,3
30 Lancer Way,395000,6
30 Larimar Parade,425000,4
30 Latham Road,460000,5
30 Latimer Way,425000,5
30 Lauraine Drive,580000,4
30 Laverstock Street,605000,3
30 Leichhardt Crossing,475000,4
30 Lewis Road,417000,3
30 Liberty Drive,333333,3
30 Liesham Crescent,452250,4
30 Lindsay Place,649000,4
30 Lofties Street,420000,4
30 Longford Road,615000,3
30 Lorne Bend,280000,3
30 Loton Avenue,850000,4
30 Lowannaa Road,680000,4
30 Ludlow Way,361000,3
30 Mader Road,390000,4
30 Maidos Street,480000,2
30 Maley Street,459000,3
30 Mapleton Drive,168000,4
30 Mardja Loop,765000,4
30 Margaret Street,480000,4
30 Marriott Road,720000,4
30 Martingale Avenue,382000,3
30 Marwood Way,750000,4
30 McCaskill Way,560000,5
30 McKenzie Road,630000,3
30 McKirdy Way,955000,4
30 Meadowlands Drive,190000,5
30 Meenaar Crescent,1080000,3
30 Melbourne Loop,385000,3
30 Midlothian Crescent,495000,4
30 Mimosa Avenue,1250000,4
30 Mockeridge Circuit,340000,3
30 Molloy Circuit,500000,4
30 Monash Avenue,960000,5
30 Moncrieff Road,411000,4
30 Montilla Crescent,330000,4
30 Moorhead Way,429000,3
30 Morisot Crescent,515000,4
30 Mosedale Loop,330000,4
30 Mullings Way,790000,4
30 Narran Street,530000,4
30 Nesbit Drive,215000,4
30 Newmarket Parade,552000,3
30 Newport Way,330000,3
30 Norman Street,352000,3
30 O'Sullivan Drive,285000,3
30 Oxcliffe Road,1265000,4
30 Painter Crescent,900000,5
30 Paperbark Way,450000,3
30 Partridge Way,397000,3
30 Patterson Drive,217000,3
30 Peebles Road,1762500,5
30 Peel Street,1560000,4
30 Percheron Entrance,350000,3
30 Pingrup Court,400000,4
30 Pitt Street,780000,2
30 Plantation Street,900000,3
30 Plumdale Way,585000,4
30 Port Royal Drive,325000,3
30 Portmarnock Drive,990000,4
30 Powderbark Bypass,380000,3
30 Powderbark Close,685000,4
30 Queenscliffe Road,1926000,3
30 Rae Road,480000,4
30 Rails Crescent,725000,4
30 Randell Road,680000,3
30 Redgum Drive,396000,4
30 Richardson Street,197000,3
30 Richenda Court,440000,4
30 Rickett Street,185000,4
30 Ridgewood Boulevard,430000,4
30 Rivett way,575000,3
30 Rockefeller Way,430000,3
30 Rogerson Road,1410000,5
30 Rollinghills Drive,373000,4
30 Roxburghe Drive,550000,5
30 Royal Scot Loop,625000,3
30 Rubida Rise,695000,4
30 Ruslane Rise,720000,4
30 San Jose Turn,400000,4
30 Sanguine Way,507500,3
30 Santa Cruz Parkway,490000,4
30 SANTONA Boulevard,360000,3
30 Saw Drive,710000,3
30 Scarcliffe Way,845000,4
30 School Road,610000,2
30 Shaw Close,730000,4
30 Shelburne Gardens,420000,4
30 Shelvock Crescent,400000,3
30 Shenandoah Mews,600000,4
30 Shepherds Bush Drive,450000,3
30 Speedy Cheval Street,690000,3
30 Sporing Way,560000,3
30 Sproxton Way,520000,3
30 ST LAURENT MEWS,410000,4
30 Staines Street,685000,4
30 Strathalbyn Loop,477000,4
30 Strathclyde Circuit,198000,3
30 Sudlow Street,275000,2
30 Sugarloaf Close,400000,4
30 Tabard Street,440500,3
30 Tangier Parkway,510000,4
30 Tarrant Way,672000,4
30 Tavistock Crescent,512500,3
30 The Lakes Boulevard,600000,4
30 Throssell Street,350000,4
30 Timberlane Crescent,540000,4
30 Tokara Avenue,370000,4
30 Topsail Loop,386000,4
30 Torquata Boulevard,540000,4
30 Tourer Court,1420000,4
30 Tranby Avenue,645000,5
30 Transit Way,550000,3
30 Treasure Road,542000,4
30 Tristania Rise,1050000,4
30 Troy Street,1550000,2
30 Turnbull Way,1450000,4
30 Tyndall Circuit,443000,4
30 Vesta Crescent,740000,4
30 Victoria Street,176000,3
30 Vista Close,405000,3
30 Vista Drive,600000,3
30 Walkington Way,568000,3
30 Wallsend Road,910000,5
30 Wallum Road,387500,4
30 Warda Crescent,405000,4
30 Waterford Parade,530000,3
30 Wellaton Street,402000,3
30 Wester Crescent,470000,4
30 Whitchurch Road,473500,3
30 White Road,1900000,3
30 Whitfield Drive,315000,4
30 Whitnell Gardens,750000,5
30 Wildwood Mews,650000,4
30 Windarra Drive,1700000,2
30 Windermere Circle,515000,4
30 Windich Road,865000,4
30 Winthrop Drive,705000,4
30 Wishart Loop,615000,4
30 Wishaw Loop,590000,4
30 Wollaston Avenue,340000,3
30 Woodleigh Gardens,386500,4
30 Woodrush Way,660000,4
30 Zeus Avenue,655000,4
30/177 Dampier Avenue,320000,2
30/240 Burke Drive,770000,3
30/43 Rockingham Beach Road,815000,3
300 Aldersyde Road,590000,4
300 Ashmere Drive,580000,3
300 Benenden Avenue,354000,4
300 Boulonnais Drive,117500,4
300 Brooking Road,605000,4
300 Forsyth Place,415000,3
300 Keane Road,1805490,4
300 Morley Drive,400000,2
300 Mueller Place,91500,4
300 Weller Road,700000,3
3007 Albany Highway,252000,4
301 Padbury Avenue,205000,2
301A Hamilton Road,480000,3
302 Bennett Springs Drive,418000,4
302 Lyon Road,530000,4
302 Moore Road,635000,3
302 Summerlakes Parade,528000,4
3020 Strettle Road,98000,2
3027 Albany Highway,490000,4
303 Amarillo Drive,650000,4
303 Foxton Drive,875000,4
303 Joseph Road,850000,3
303 Kalamunda Road,275000,4
303 Summerfield Road,440000,4
303 West Coast Drive,2140000,4
303A Canning Highway,575000,3
304 Acton Avenue,515000,4
304 Campersic Road,340000,2
304 Illawarra Crescent,340000,4
304 Lefroy Avenue,627000,4
304 Millhouse Road,300000,3
304 Onslow Road,935000,3
304 Yangebup Road,390000,3
304/1 Bristol Lane,712500,2
304A Marmion Street,640000,3
305 Badgerup Road,1085000,5
305 Heron Close,570000,3
306 Hector Street,590000,4
306 Illawarra Crescent,605000,4
306 Warwick Road,610000,4
307 Joseph Road,560000,4
308 Balfour Street,453000,4
308 Cambridge Street,850000,4
308 Clarkson Road,505000,4
308 Egerton Drive,285000,3
308A Surrey Road,575000,4
309 Boulonnais Drive,580000,4
309 Tapper Road,670000,4
30a Adamson Road,643000,4
30A Bickley Crescent,940000,3
30a Casserley Avenue,290000,3
30A Davy Street,855000,5
30A Karel Avenue,507000,2
30A Lady Evelyn Retreat,348000,3
30A Milne Street,775000,4
30A Sergeant Road,880000,4
30A Smiths Avenue,370000,1
30A Tricourt Grove,605000,4
30a Walpole Street,1291000,3
30b Anstey Street,1275000,4
30B BATAVIA PLACE,420000,3
30B Chamberlain Circle,625000,3
30B Devon Way,299000,3
30B FLORIDA DRIVE,405000,3
30B Haskell Gardens,295000,3
30b Henley Road,1280000,4
30B Hope Avenue,590000,2
30B Marine Terrace,955000,2
30B The Circle,547000,3
30D Pearl Road,400000,3
31 Abdale Street,915000,4
31 Alexander Drive,810000,2
31 All Saints Way,1345000,5
31 Allamanda Gate,470000,3
31 Almadine Drive,630000,4
31 Alver Road,1605000,4
31 Amaroo Place,1320000,4
31 Ameer Way,515000,4
31 Aquanita Rise,650000,5
31 Aquarian Drive,605000,4
31 Araluen Crescent,380000,4
31 Arawa Place,537000,4
31 Arrowwood Loop,400000,4
31 Ashburton Street,480000,3
31 Ashby Terrace,450000,3
31 Astroloma Place,308000,3
31 Azalea Gardens,380000,5
31 Backwater circle,850000,4
31 Baden Road,445000,3
31 Bain Square,700000,4
31 Baningan Avenue,410000,4
31 Barang Circuit,805000,3
31 Bartling Crescent,740000,3
31 Batavia Place,602000,3
31 Bath Street,881000,3
31 Bathgate Loop,407000,4
31 Beach Road,1150000,4
31 Beatrice Avenue,1020000,4
31 Beenan Elbow,460000,4
31 Bellerive Boulevard,530000,4
31 Belvedaire Way,490000,3
31 Blenny Close,330000,3
31 Bolderwood Drive,480000,4
31 Bopeechee Way,285000,4
31 Brentham Street,1230000,2
31 Brightlands Circuit,520000,5
31 Brindabella Avenue,360000,3
31 Broadway,483000,4
31 Brodie Lane,750000,4
31 Bromley Road,525000,3
31 Bromley Road,1400000,5
31 Brooklyn Avenue,367500,3
31 Bugendore Street,500000,3
31 Cabarita Road,260000,4
31 Cabernet Loop,395000,3
31 Calendia Way,480000,3
31 Callosa Crescent,528000,4
31 Calneggia Drive,383000,4
31 Calume Street,265000,3
31 Camfield Loop,255000,4
31 Canter Court,1120000,4
31 Cape York Ramble,360000,4
31 Captiva Approach,310000,3
31 Cara Road,335000,3
31 Carawatha Road,475000,3
31 Careniup Avenue,885000,4
31 Caribbean Drive,370000,3
31 Carlton Turn,560000,4
31 Carmel Road,190000,2
31 Casserley Avenue,331300,3
31 Chambers Way,722000,4
31 Champlin Way,590000,4
31 Chelsford Road,610000,4
31 Chestnut Road,725000,3
31 Chieftain Street,420000,4
31 Clarinda Avenue,330000,4
31 Clementine Boulevard,610000,4
31 Cochrane Loop,335000,3
31 Cockram Street,330000,3
31 Coldstream Street,900000,2
31 Coleman Crescent,705000,4
31 Coleman Road,269000,3
31 Collins Road,440000,3
31 Colstoun Road,480000,3
31 Connell Avenue,447000,3
31 Coongan Avenue,396000,4
31 Coronation Street,875000,2
31 Corsican Way,410000,4
31 Costelloe Gardens,400000,4
31 Crabtree Way,214500,3
31 Craigie Drive,450000,3
31 Cumberland Way,486000,4
31 Dalecross Avenue,630000,4
31 Dalston Crescent,600000,3
31 Daniel Place,340000,4
31 Deerpark Gardens,1350000,6
31 Delgado Parade,765000,4
31 Denver Rise,455000,4
31 Derricap Avenue,455000,4
31 Descanso Loop,711000,4
31 Dolomite Court,1390000,4
31 Dorrigo Gardens,550000,4
31 Dounley Street,312000,3
31 Duke Street,1060000,3
31 Dumas Drive,572000,4
31 Dumbarton Crescent,1800000,3
31 Dunlin Gardens,565000,4
31 Edgewater Drive,520000,3
31 Eileen Street,595000,4
31 Elanora Drive,300000,4
31 Ellerby Way,389000,3
31 Ellesmere Road,347000,3
31 Elm Street,556000,3
31 Elmore Street,470000,3
31 Elstree Avenue,1760000,4
31 Elward Way,290000,3
31 Esperanto Way,469000,3
31 Esther Loop,315000,3
31 Etchingham Road,345000,3
31 Fisher Road,1000000,2
31 Folland Parade,467000,4
31 Ford Street,870000,3
31 Forrest Street,1520000,5
31 Gabell Way,146200,4
31 Galveston Loop,816000,4
31 Gerard Street,430000,4
31 Glen Iris Drive,915000,4
31 Glomach Circuit,518000,4
31 Gloucester Avenue,570000,3
31 Golden Ash Gardens,425000,4
31 Goldsworthy Entrance,466000,4
31 Gooseberry Hill Road,1105000,4
31 Goundrey Drive,355000,4
31 Grove Road,580000,4
31 Guildford Road,445000,4
31 Gummery Street,660000,3
31 Hale Street,955000,3
31 Halifax Boulevard,720000,4
31 HARDY ROAD,1325000,4
31 Harley Way,285000,3
31 Harman Road,1030000,3
31 Harmony Way,692000,4
31 Heatherton Mews,1160000,4
31 Hensley Loop,615000,4
31 Herbert Street,1560000,4
31 Heritage Terrace,1285000,4
31 Hibbertia Court,610000,4
31 Hogarth Way,820000,5
31 Holwell Gardens,277500,5
31 Holywell Street,358000,4
31 Honey Street,1600000,4
31 Honeymyrtle Turn,875000,4
31 Horner Way,385000,3
31 Iandra Loop,470000,4
31 Inverness Crescent,1950000,5
31 Investigator Parade,515000,3
31 Irwin Street,1225000,4
31 JACQUELINE STREET,490000,3
31 Jane Brook Drive,650000,4
31 Jecks Street,595000,3
31 Jillman Way,448000,3
31 Kardan Circuit,715000,4
31 Karri Street,1215000,5
31 Kerwin Way,420000,4
31 Keyham Street,315000,4
31 Kingsland Avenue,1812500,5
31 Kinsella Street,840000,4
31 Kookynie Loop,375000,4
31 Kudos Circuit,497000,4
31 Kurrawa Street,300000,3
31 Lakeview Street,69000,5
31 Lambertia Way,529000,3
31 Lanark Street,790000,2
31 Laslett Circle,625000,4
31 Lefroy Road,1030000,3
31 L'Esterel Way,405000,4
31 Letsom Way,116100,4
31 Letterkenny Road,395000,4
31 Limerick Crescent,658000,4
31 Lindy Way,175000,3
31 Lively Circle,540000,4
31 Livesey Street,365000,4
31 Lombadina Parade,630000,4
31 Lowan Loop,950000,3
31 Maley Street,415000,4
31 Margaret Street,512500,4
31 Markwell Avenue,203000,4
31 Marnie Road,500000,3
31 Maroma Loop,755000,4
31 Mason Court,685000,4
31 Matta Way,925000,5
31 Maud Road,1000000,5
31 McCulum Street,850000,4
31 Melun Street,330000,3
31 Milgun Drive,415000,4
31 Millbrook Avenue,270000,3
31 Mimosa Avenue,1360000,4
31 Minjah Circuit,615000,4
31 Mirreen Court,575000,5
31 Mitra Loop,420000,4
31 Mobilia Place,224000,4
31 Monet Drive,500000,4
31 Monticello Meander,655000,4
31 Montreal Road,950000,4
31 Moorland Street,682500,3
31 Morton Loop,580000,4
31 Murchison Drive,557000,4
31 Mustang Drive,555000,4
31 Nangana Way,1076000,5
31 Nathaniel Way,215000,3
31 Nautical Lane,305000,4
31 Nearwater Way,1220000,4
31 Noalimba Crescent,1190000,4
31 Noel Street,355000,2
31 Norbury Way,440000,4
31 Northerly Avenue,715000,4
31 Northmore Street,1100000,3
31 Numbat Approach,345000,4
31 Oak Way,860000,5
31 Oakdene Drive,475000,3
31 Old Trafford Avenue,485000,3
31 Old York Road,429000,5
